"inputfile","outputfile","vowel","interval","duration","start","end","previous_sound","next_sound","word","file","f0","duration.1","label","group","color","number","cutoff","f11","f21","f31","f12","f22","f32","f13","f23","f33","f14","f24","f34","f15","f25","f35"
"02_09_audio","02_09_audio_0074","é",247,0.1987124326,2414.699791,2414.898503,"h","7","nehé7en","02_09_audio_0074",250,0.198,"e2",7,"Magenta",141,7100,777,1546,2747,808,1524,2890,915,1625,2712,985,1683,2820,943,1744,2918
"01_26_audio","01_26_audio_0005","é",13,0.1077978577,76.78941646,76.89721432,"m","k","qeq̓iméke7","01_26_audio_0005",257.5,0.106,"e2",7,"Magenta",5,5150,658,1767,2639,801,1791,2519,877,1787,2620,789,1844,2749,705,1876,2724
"04_05_a_audio","04_05_a_audio_0047","e",180,0.2745847773,811.6786291,811.9532139,"l","-","Sesísle7 / a few (3) last word of clip","04_05_a_audio_0047",152.8,0.274,"e1",2,"Blue",701,4700,611,977,1635,723,1353,2375,876,1466,2432,1054,1498,2831,675,1575,2476
"04_27_audio","04_27_audio_0003","é",11,0.1165358087,688.9294384,689.0459742,"k","p","képkept - hurt (2) g","04_27_audio_0003",275,0.116,"e2",7,"Magenta",848,5300,609,1533,2596,758,1627,2632,869,1716,2647,894,1653,2482,696,1667,2892
"02_09_audio","02_09_audio_0083","é",273,0.1164558407,2476.35723,2476.473685,"h","e","penhé7e","02_09_audio_0083",220.7,0.116,"e2",7,"Magenta",150,5750,747,1900,3005,805,1921,2838,868,1830,2544,877,1771,2609,854,1723,2691
"04_13_audio","04_13_audio_0045","é",188,0.2342422711,1142.050222,1142.284464,"ts","p","xe7tsép","04_13_audio_0045",288.2,0.234,"e2",7,"Magenta",790,5750,493,1840,2782,790,1363,2874,866,1299,2801,653,1483,2728,632,1502,2714
"04_27_audio","04_27_audio_0005","é",19,0.1139658444,690.5635366,690.6775024,"k","p","képkept - hurt (3) g","04_27_audio_0005",270.9,0.112,"e2",7,"Magenta",850,5150,574,1105,2492,752,1700,2640,831,1692,2663,838,1693,2617,814,1696,2615
"04_27_audio","04_27_audio_0018","é",63,0.2480663781,1042.681764,1042.92983,"x","-","Xexé7 -smart (3) g","04_27_audio_0018",231.6,0.248,"e2",7,"Magenta",863,7550,723,1250,3195,750,1353,3376,828,1305,3038,792,1557,3312,809,1573,3030
"02_09_audio","02_09_audio_0037","é",137,0.1409236034,1031.802854,1031.943778,"7","n","ye7éne","02_09_audio_0037",219.5,0.14,"e2",7,"Magenta",104,7550,641,2021,2768,782,1933,2990,822,1874,3068,735,1815,3097,606,1735,3308
"02_09_audio","02_09_audio_0078","e",257,0.06795756938,2448.112785,2448.180742,"a","n","penhé7en","02_09_audio_0078",246.4,0.066,"e1",2,"Blue",145,5600,796,1777,2796,839,1763,3033,820,1795,3038,745,1802,3050,638,1787,3036
"04_13_audio","04_13_audio_0056","e",224,0.1965033648,1782.672409,1782.868913,"n","p","tenep","04_13_audio_0056",261.8,0.196,"e1",2,"Blue",801,5600,517,751,2075,702,1195,2051,811,1669,2635,738,1556,2684,737,1633,2880
"p2","p2_0061","á",198,0.1809174769,40.50764158,40.68855906,"7","-","cw7a7alken","p2_0061",237.8,0.18,"a2",7,"Magenta",61,5932,679,1125,2788,678,1149,2877,810,1153,3014,824,1173,3094,780,1171,3136
"01_26_audio","01_26_audio_0030","e",76,0.2665815267,3803.392109,3803.65869,"l","p","íxwle7p","01_26_audio_0030",266.7,0.266,"e1",2,"Blue",30,6650,614,1376,2747,776,1546,2895,805,1667,2855,775,1572,2918,685,1451,2954
"04_27_audio","04_27_audio_0016","é",58,0.2580433226,1040.896208,1041.154252,"x","-","Xexé7 -smart (2) g","04_27_audio_0016",252.8,0.258,"e2",7,"Magenta",861,6350,682,1223,3106,794,1460,2717,802,1523,2566,731,1442,2954,765,1457,2906
"02_09_audio","02_09_audio_0013","e",49,0.09925395995,483.9322307,484.0314846,"w","7","ntsétswe7","02_09_audio_0013",281.6,0.098,"e1",2,"Blue",80,6500,688,1054,2592,734,1097,2719,800,1263,2758,857,1336,2788,831,1366,2956
"04_05_b_audio","04_05_b_audio_0028","e",110,0.1261508517,797.4070999,797.5332507,"w","-","Cmegmgétkwe (alternative, warm water)(1)","04_05_b_audio_0028",174.4,0.126,"e1",2,"Blue",729,6650,639,1134,2890,696,1119,2867,800,1162,2856,815,1385,2735,874,1694,2739
"03_23_audio","03_23_audio_0003","á",11,0.2227231499,282.6476623,282.8703855,"p","q","paq - get caught in the act (3) e.g yiri7 es paq","03_23_audio_0003",239.8,0.222,"a2",1,"Red",576,6350,528,1092,2842,687,1096,2864,793,1157,3305,712,1125,3378,638,1165,3676
"02_09_audio","02_09_audio_0002","e",7,0.06265253409,90.39865646,90.461309,"w","7","ntsétswe7","02_09_audio_0002",209.7,0.062,"e1",2,"Blue",69,5600,693,1130,2663,725,1251,2659,792,1308,2651,775,1363,2747,771,1388,2774
"04_27_audio","04_27_audio_0014","é",53,0.2187863853,1038.394212,1038.612998,"x","-","Xexé7 -smart (1) g","04_27_audio_0014",246.4,0.218,"e2",7,"Magenta",859,7250,716,1313,3049,799,1439,3775,787,1451,3803,779,1386,3084,890,1485,2948
"02_09_audio","02_09_audio_0001","é",4,0.1480664059,90.0408029,90.18886931,"ts","ts","ntsétswe7","02_09_audio_0001",262.9,0.148,"e2",7,"Magenta",68,6050,405,2136,2884,637,2091,2839,786,1571,2692,783,1584,2839,654,2072,3159
"p2","p2_0057","á",187,0.1246114492,39.07538855,39.2,"7","7","cw7á7alken","p2_0057",246.8,0.124,"a2",7,"Magenta",57,7550,875,970,3771,808,1024,3739,786,1117,3681,794,1145,3699,880,992,3055
"01_26_audio","01_26_audio_0009","é",22,0.2237178017,1455.287994,1455.511712,"t","t","petetét","01_26_audio_0009",259.8,0.222,"e2",7,"Magenta",9,5450,575,1964,2864,752,1880,2819,785,1851,2863,747,1861,2925,741,1774,2894
"04_27_audio","04_27_audio_0033","e",111,0.08709950647,1145.149694,1145.236793,"x","x","Xexetsín - loud voice (3) g","04_27_audio_0033",224.3,0.086,"e1",2,"Blue",878,5750,767,1250,2863,821,1273,2895,784,1156,2922,690,1168,2926,616,1129,2867
"p2","p2_0186","é",567,0.1412815602,117.61,117.7512816,"m","7","mé7e","p2_0186",238.1,0.14,"e2",8,"Orange",186,6363,675,1077,2694,750,1343,2804,784,1649,2962,885,1671,2877,847,1658,2853
"01_26_audio","01_26_audio_0028","e",70,0.1813907873,3801.859375,3802.040766,"l","7","íxwle7p","01_26_audio_0028",266.9,0.18,"e1",2,"Blue",28,5450,565,1559,2812,705,1488,2758,783,1516,2710,796,1252,2679,813,1486,2805
"p2","p2_0064","á",210,0.1863249933,42.510777,42.69710199,"7","l","cw7álekwe","p2_0064",238.5,0.186,"a2",7,"Magenta",64,6363,784,1196,2809,736,1201,3366,782,1186,3235,767,1218,2967,750,1261,2926
"03_16_audio","03_16_audio_0043","ə1",146,0.06533474738,2212.424972,2212.490307,"w","7","qw7ep (3) sack","03_16_audio_0043",205.7,0.064,"b1",11,"Teal",541,5750,819,1384,2960,779,1475,2820,781,1487,2768,788,1566,2774,772,1582,2779
"p2","p2_0180","é",552,0.2,112.09,112.29,"m","7","mé7e","p2_0180",239.5,0.2,"e2",8,"Orange",180,7011,655,1535,2701,691,1399,2691,778,1383,2756,814,1517,2630,863,1569,3010
"03_02_audio","03_02_audio_0002","é",7,0.1453433192,859.8914743,860.0368176,"p","q","speqpéq","03_02_audio_0002",233.3,0.144,"e2",7,"Magenta",336,6500,663,1174,2773,736,1203,2745,777,1161,2811,723,1058,2778,622,1170,2775
"03_16_audio","03_16_audio_0044","é",148,0.2318643145,2212.576792,2212.808656,"7","p","qw7ep (3) sack","03_16_audio_0044",218.8,0.23,"e2",2,"Blue",542,5750,726,1613,2841,790,1525,2802,773,1629,2824,723,1405,2777,709,1273,2760
"03_16_audio","03_16_audio_0039","ə1",133,0.0373772912,2208.199728,2208.237105,"w","7","qw7ep (1) sack","03_16_audio_0039",193.4,0.036,"b1",11,"Teal",537,5600,749,1362,2696,762,1438,2709,768,1580,2804,765,1550,2864,771,1511,2888
"03_02_audio","03_02_audio_0004","é",15,0.1966018065,876.592863,876.7894648,"p","q","speqpéq","03_02_audio_0004",209.7,0.196,"e2",7,"Magenta",338,5900,587,1088,2636,712,1303,2816,765,1250,2745,584,1169,2616,758,1246,2682
"03_16_audio","03_16_audio_0042","é",141,0.1843624934,2210.741724,2210.926086,"7","p","qw7ep (2) sack","03_16_audio_0042",251.7,0.184,"e2",2,"Blue",540,5900,798,1650,2809,846,1525,2823,765,1505,2814,767,1669,2781,732,1661,2802
"p2","p2_0032","á",97,0.19,19.79,19.98,"w","ll","(c)koswállcw","p2_0032",256.9,0.188,"a2",7,"Magenta",32,7011,576,957,2759,732,1299,2757,762,1469,3131,755,1621,3139,636,1714,3055
"p2","p2_0026","á",73,0.17,15.23,15.4,"w","ll","(c)koswállcw","p2_0026",238.6,0.168,"a2",7,"Magenta",26,7550,582,877,3884,734,1333,2880,761,1603,3098,733,1583,3192,638,1821,3198
"03_09_audio","03_09_audio_0047","é",151,0.3132062916,1060.361608,1060.674814,"l","7","Lé7 te tsitslem te kw̓elltiyénecum","03_09_audio_0047",267.9,0.312,"e2",7,"Magenta",415,6950,587,1603,2837,706,1590,2876,760,1472,2794,727,1575,2762,686,1767,2819
"03_09_audio","03_09_audio_0114","ə1",375,0.09304297669,2124.636821,2124.729864,"m","7","m7ixw","03_09_audio_0114",200.5,0.092,"b1",11,"Teal",482,5900,635,1447,2660,712,1413,2682,760,1410,2729,784,1558,2812,671,1580,2736
"03_23_audio","03_23_audio_0033","é",116,0.1282853237,1491.265478,1491.393764,"w","y","scwicwéye - ant (3)","03_23_audio_0033",194.1,0.128,"e2",7,"Magenta",606,5600,611,1234,2492,722,1508,2519,759,1682,2513,687,1790,2530,513,1960,2664
"02_09_audio","02_09_audio_0071","é",239,0.1599898126,2379.526533,2379.686523,"h","7","nehé7en","02_09_audio_0071",252.9,0.158,"e2",7,"Magenta",138,6800,601,1835,2806,672,1770,2424,758,1793,2791,767,1770,3081,847,1738,2955
"p2","p2_0053","á",175,0.1745694952,37.81720056,37.99177005,"7","7","cw7á7alken","p2_0053",236.8,0.174,"a2",7,"Magenta",53,5500,763,1031,2938,754,1066,2923,758,1070,2941,767,1197,2660,754,1223,2757
"04_05_a_audio","04_05_a_audio_0005","é",31,0.2262154528,417.0810571,417.3072726,"k","l","kelc /hand (2)","04_05_a_audio_0005",255.2,0.226,"e2",2,"Blue",659,5300,518,1835,2819,648,1699,2825,754,1642,2780,711,1585,2785,600,1481,2899
"03_09_audio","03_09_audio_0108","ə1",349,0.1891873859,2031.76972,2031.958908,"m","7","m7ell","03_09_audio_0108",199.9,0.188,"b1",11,"Teal",476,7100,602,1548,2800,725,1589,2866,753,1587,2898,671,1600,2896,734,1641,2870
"04_13_audio","04_13_audio_0054","e",217,0.1700476676,1507.318701,1507.488749,"x","x","Pepép̓xe7tn","04_13_audio_0054",287.9,0.17,"e1",2,"Blue",799,6500,540,1897,2920,747,1887,3058,753,1755,2943,710,1667,3019,599,2225,3072
"p2","p2_0039","e",124,0.2,26.33,26.53,"ts2","7","koswéllts'e7","p2_0039",189.3,0.2,"e1",2,"Blue",39,5932,658,1512,2968,683,1458,2827,753,1530,2911,680,1471,2915,624,1486,2937
"04_13_audio","04_13_audio_0050","e",203,0.1715139147,1466.918576,1467.09009,"x","7","Pepép̓xe7tn","04_13_audio_0050",268.1,0.17,"e1",2,"Blue",795,6200,730,1349,2996,790,1419,2907,751,1586,3001,697,1694,2967,617,1759,3115
"02_09_audio","02_09_audio_0070","e",237,0.09104541126,2379.348209,2379.439254,"n","h","nehé7en","02_09_audio_0070",220.2,0.09,"e1",2,"Blue",137,5900,649,1857,3195,688,1790,3271,750,1761,3275,807,1745,3139,742,1769,3044
"04_13_audio","04_13_audio_0058","e",230,0.1559092526,1786.881445,1787.037354,"n","p","tenep","04_13_audio_0058",257.8,0.154,"e1",2,"Blue",803,5600,466,1663,3035,703,1788,2930,750,1717,3037,673,1573,2893,734,1645,2866
"p2","p2_0328","á",1023,0.2008984339,215.9827342,216.1836326,"n","w","náwlc","p2_0328",199.2,0.2,"a2",7,"Magenta",328,5608,622,1663,2679,709,1410,2691,750,1337,2725,643,1174,2875,531,924,2832
"p2","p2_0153","é",472,0.1255615212,93.76727123,93.89283276,"l","p","sk̓lep","p2_0153",174.4,0.124,"e2",8,"Orange",153,6795,731,1517,2978,727,1501,3005,749,1457,2970,711,1418,3030,720,1356,2893
"03_16_audio","03_16_audio_0040","é",135,0.2192108525,2208.29868,2208.517891,"7","-","qw7ep (1) sack","03_16_audio_0040",246.2,0.218,"e2",2,"Blue",538,5900,790,1583,2796,766,1463,2864,748,1563,2842,655,1411,2772,661,1512,2808
"04_27_audio","04_27_audio_0054","é",176,0.176955077,2452.707646,2452.884602,"p","t","net.s ell péte - peanut butter (2) g","04_27_audio_0054",249.9,0.176,"e2",7,"Magenta",899,7550,635,1656,3302,753,1708,3781,748,1749,3788,540,1715,3518,529,1686,3282
"04_27_audio","04_27_audio_0017","e",61,0.07488270345,1042.479713,1042.554596,"x","x","Xexé7 -smart (3) g","04_27_audio_0017",197.8,0.074,"e1",2,"Blue",862,5150,667,1249,2709,730,1211,2666,747,1200,2704,750,1199,2746,734,1275,2843
"04_13_audio","04_13_audio_0052","e",210,0.1799940219,1503.868138,1504.048132,"x","x","Pepép̓xe7tn","04_13_audio_0052",293.8,0.18,"e1",2,"Blue",797,5600,603,1898,3112,765,1858,3200,746,1712,3120,668,1792,3080,616,1919,3206
"p2","p2_0225","é",673,0.1793604676,138.4637998,138.6431603,"7","c","w7éce","p2_0225",242.7,0.178,"e2",8,"Orange",225,5608,670,1115,2510,722,1189,2467,746,1213,2530,775,1492,2602,521,1292,2460
"p2","p2_0028","á",81,0.16,16.7,16.86,"w","ll","(c)koswállcw","p2_0028",245.9,0.158,"a2",7,"Magenta",28,5932,514,908,2717,719,1471,2897,745,1559,2806,739,1593,2825,696,1590,2979
"02_09_audio","02_09_audio_0048","é",165,0.1394115654,2058.918752,2059.058164,"t","n","nen stenes","02_09_audio_0048",287.5,0.138,"e2",2,"Blue",115,5900,574,1869,2932,653,1865,2567,744,1688,2813,715,1673,2782,584,1579,2666
"p2","p2_0044","é",141,0.17,30.22,30.39,"w","ll","koswéllts'e7","p2_0044",271.4,0.17,"e2",8,"Orange",44,5824,558,996,2741,714,1477,2801,744,1484,2763,626,1482,2918,492,1658,2714
"p2","p2_0226","e",675,0.2719086065,138.7494206,139.0213292,"c","-","w7éce","p2_0226",251.4,0.27,"e1",2,"Blue",226,5500,561,1411,2501,715,1340,2512,741,1234,2442,840,1228,2604,291,1295,2743
"03_16_audio","03_16_audio_0041","ə1",139,0.1075627189,2210.558135,2210.665698,"w","7","qw7ep (2) sack","03_16_audio_0041",200.9,0.106,"b1",11,"Teal",539,5450,685,976,2771,725,1101,2754,740,1249,2616,773,1433,2691,770,1543,2734
"04_05_b_audio","04_05_b_audio_0026","e",97,0.1154937492,791.5616556,791.6771493,"q","m","Xqemqém / still or warm (3)","04_05_b_audio_0026",211.9,0.114,"e1",2,"Blue",727,5600,644,1291,2813,736,1031,2778,739,1220,2827,684,1191,2760,617,1239,2918
"p2","p2_0337","e",1059,0.2636050537,224.6056818,224.8692869,"ts1","-","k̓útse","p2_0337",262.3,0.262,"e1",2,"Blue",337,6903,502,1791,2815,608,1603,2939,739,1264,2895,436,1231,2976,297,1558,3366
"03_23_audio","03_23_audio_0008","é",30,0.1872863025,464.0525622,464.2398485,"p","q","peqpéq flour (1)","03_23_audio_0008",247.9,0.186,"e2",7,"Magenta",581,5900,633,1714,2755,694,1801,2779,738,1805,2888,650,1716,2770,766,1715,2937
"03_30_audio","03_30_audio_0001","é",4,0.1997125666,62.49909464,62.69880721,"eg","m","legém","03_30_audio_0001",232.4,0.198,"e2",7,"Magenta",619,6950,695,1203,2779,762,1211,2770,738,1219,2774,719,1201,2841,563,1183,2695
"p2","p2_0036","á",113,0.19,24.21,24.4,"w","ll","(c)koswállcw","p2_0036",251.2,0.188,"a2",7,"Magenta",36,5932,583,959,2728,691,1486,2741,736,1527,2932,723,1562,2862,660,1600,2860
"p2","p2_0241","é",715,0.1660317636,146.4907359,146.6567676,"ts2","k","mqwtséqen","p2_0241",245.8,0.166,"e2",8,"Orange",241,5716,539,1612,2887,714,1398,2673,736,1269,2582,603,1230,2521,632,1305,2352
"p2","p2_0088","í",275,0.1704924579,56.17,56.34049246,"p","x","mpíxem","p2_0088",263.8,0.17,"i2",9,"Lime",88,6039,603,1714,2856,672,1748,2936,735,1946,2827,781,1669,2730,756,1386,2882
"p2","p2_0260","e",766,0.147952132,155.89,156.0379521,"p","7","máts̓pe7","p2_0260",253.9,0.146,"e1",2,"Blue",260,5716,597,1461,2637,692,1493,2761,735,1548,2659,743,1556,2650,754,1508,2710
"04_13_audio","04_13_audio_0013","é",51,0.1988637085,389.3622488,389.5611125,"n","cw","m-pegwpégw̓tsnemes ne ck̓emtsenéllcw","04_13_audio_0013",220.4,0.198,"e2",7,"Magenta",758,5000,651,1903,2845,727,1851,2790,733,1656,2832,671,1638,2875,520,1640,2951
"p2","p2_0249","é",734,0.1743333518,149.8925101,150.0668435,"ts2","q","mqwtséqen","p2_0249",247,0.174,"e2",8,"Orange",249,5500,508,1705,2702,721,1544,2616,733,1421,2588,715,1292,2540,731,1265,2587
"02_09_audio","02_09_audio_0003","é",12,0.1472158447,92.83577098,92.98298682,"ts","ts","ntsétswe7","02_09_audio_0003",249.3,0.146,"e2",7,"Magenta",70,5300,447,2022,2881,587,1693,2870,732,1680,2832,740,1653,2896,569,1877,3046
"p2","p2_0138","é",424,0.1545370522,85.09546295,85.25,"l","p","sk̓lep","p2_0138",206.9,0.154,"e2",8,"Orange",138,6687,643,1501,2819,671,1414,2807,732,1418,2862,747,1482,2893,726,1397,2894
"p2","p2_0255","á",749,0.11,152.77,152.88,"m","ts1","máts̓pe7","p2_0255",235.2,0.108,"a2",7,"Magenta",255,6147,695,1180,2733,685,1236,2723,732,1350,2821,695,1438,2894,558,1481,3001
"p2","p2_0257","á",756,0.1,153.88,153.98,"m","ts1","máts̓pe7","p2_0257",197.1,0.098,"a2",7,"Magenta",257,5824,542,1127,2876,651,1197,2848,732,1295,2805,690,1378,2832,612,1439,2885
"03_23_audio","03_23_audio_0002","á",7,0.1708877755,274.4771186,274.6480064,"p","q","paq - get caught in the act (2)e.g yiri7 es paq","03_23_audio_0002",211.8,0.17,"a2",1,"Red",575,6350,637,1007,2204,758,981,2425,731,903,2515,667,1245,2939,881,1402,3295
"04_20_audio","04_20_audio_0011","é",41,0.1829845208,115.4348491,115.6178336,"m","n","menmén","04_20_audio_0011",264.2,0.182,"e2",7,"Magenta",816,5600,614,1993,2926,680,2046,2855,731,1920,2864,641,1917,2709,506,1923,2825
"p2","p2_0262","a",773,0.12,157.27,157.39,"l","m","melamél̓e","p2_0262",201.1,0.118,"a1",1,"Red",262,6903,612,1322,2669,653,1358,2739,731,1332,2745,731,1284,2744,684,1250,2767
"p2","p2_0245","é",725,0.1844859953,148.26,148.444486,"ts2","q","mqwtséqen","p2_0245",247.3,0.184,"e2",8,"Orange",245,5716,477,1719,2645,679,1440,2639,730,1345,2570,702,1292,2597,622,1279,2628
"01_26_audio","01_26_audio_0026","e",64,0.1802948642,3742.726409,3742.906703,"l","7","íxwle7p","01_26_audio_0026",218.2,0.18,"e1",2,"Blue",26,7100,501,1546,3033,622,1406,2957,729,1222,2876,758,1555,2885,783,1577,2943
"03_23_audio","03_23_audio_0001","á",3,0.1820517734,269.6195199,269.8015716,"p","q","paq - get caught in the act (1)e.g yiri7 es paq","03_23_audio_0001",293.3,0.182,"a2",1,"Red",574,5900,669,1155,2521,826,1427,2567,728,1094,2971,457,1087,3407,861,1453,3586
"p2","p2_0230","é",686,0.18,141.04,141.22,"7","c","w7éce","p2_0230",238,0.178,"e2",8,"Orange",230,7011,655,1333,2799,699,1384,2870,727,1443,2924,720,1473,2882,471,1399,2901
"04_05_a_audio","04_05_a_audio_0006","é",36,0.15607749,418.5663088,418.7223863,"k","l","kelc /hand(3)","04_05_a_audio_0006",215.3,0.156,"e2",2,"Blue",660,5450,589,1848,2834,699,1780,2864,725,1743,2736,746,1654,2775,719,1473,2792
"02_09_audio","02_09_audio_0080","é",264,0.1309074578,2449.720161,2449.851069,"h","7","penhé7e(n)","02_09_audio_0080",245.5,0.13,"e2",7,"Magenta",147,7550,550,1864,3405,683,1880,3546,723,1803,3755,905,1786,3545,915,1772,3046
"p2","p2_0175","é",535,0.16,107,107.16,"y","w","myews","p2_0175",189.9,0.158,"e2",8,"Orange",175,5824,424,2376,2591,608,1704,2699,723,1649,2770,734,1363,2832,678,1275,2881
"p2","p2_0115","é",347,0.1502886604,68.23001599,68.38030465,"w","w","mwéwlem","p2_0115",200.3,0.15,"e2",8,"Orange",115,7550,593,955,3942,696,933,3861,722,1033,3893,639,1036,3954,552,968,3975
"p2","p2_0079","í",250,0.18,51.93,52.11,"p","x","mpíxem","p2_0079",273.9,0.18,"i2",9,"Lime",79,5500,530,1679,2577,641,1757,2613,721,1821,2688,613,1766,2733,414,1528,3074
"04_27_audio","04_27_audio_0013","e",51,0.08038261507,1038.196694,1038.277077,"x","x","Xexé7 -smart (1) g","04_27_audio_0013",209.7,0.08,"e1",2,"Blue",858,7250,652,1240,3000,717,1241,2793,720,1236,2956,700,1211,2888,676,1220,3394
"p2","p2_0246","e",727,0.08909973113,148.5309003,148.62,"q","n","mqwtséqen","p2_0246",313.3,0.088,"e1",2,"Blue",246,6039,577,1560,2778,634,1709,2799,720,1751,2855,711,1789,2743,599,1853,2559
"p2","p2_0203","é",609,0.159390493,127.0762759,127.2356664,"ll","p","mllept","p2_0203",248.3,0.158,"e2",8,"Orange",203,5500,580,1902,2808,680,1886,2805,718,1903,2802,759,1895,2771,707,1925,2719
"p2","p2_0259","á",763,0.12,155.46,155.58,"m","ts1","máts̓pe7","p2_0259",216.7,0.118,"a2",7,"Magenta",259,6903,613,1157,2782,741,1239,3013,717,1306,2935,687,1383,2816,668,1444,2829
"p2","p2_0098","e",302,0.11,60.59,60.7,"x","m","mpíxem","p2_0098",270.3,0.108,"e1",2,"Blue",98,5716,547,1441,2846,639,1449,2806,715,1559,2919,720,1543,3073,672,1435,2891
"01_26_audio","01_26_audio_0025","í",61,0.2003582192,3741.756066,3741.956424,"-","xw","íxwle7p","01_26_audio_0025",261.4,0.2,"i2",8,"Black",25,5750,534,1796,2365,565,1970,2340,714,1877,2554,741,1651,2649,506,1360,2671
"p2","p2_0072","á",230,0.1388070425,48.61851191,48.75731895,"7","l","cw7alekwe","p2_0072",214.7,0.138,"a2",7,"Magenta",72,6687,779,1008,2663,782,1100,2601,713,1088,2578,652,1099,2623,576,1048,2790
"p2","p2_0231","e",688,0.2995142891,141.3475634,141.6470777,"c","-","w7éce","p2_0231",264.6,0.298,"e1",2,"Blue",231,5608,531,1294,2689,679,1394,2882,713,1464,2877,790,1398,2933,267,1519,3004
"02_09_audio","02_09_audio_0014","e",52,0.1585920112,517.8992782,518.0578702,"-","n","7newí7","02_09_audio_0014",240.6,0.158,"e1",2,"Blue",81,5300,447,1917,2720,630,1908,2675,711,1848,2669,683,1884,2791,481,1909,2781
"03_23_audio","03_23_audio_0031","e",108,0.1989438022,1488.409098,1488.608042,"y","-","scwicwéye - ant (2)","03_23_audio_0031",154.4,0.198,"e1",2,"Blue",604,5750,575,2144,2743,577,1709,2807,711,1568,2934,880,1433,3216,1146,1405,3231
"p2","p2_0304","é",927,0.1985272658,189.7714727,189.97,"-","k","skllékstem","p2_0304",247.3,0.198,"e2",8,"Orange",304,5500,480,1643,2822,694,1713,2978,711,1759,2811,506,1672,2694,427,1644,2740
"03_30_audio","03_30_audio_0031","é",151,0.1766277156,892.4317793,892.608407,"w","ll","cwecwéll","03_30_audio_0031",244.3,0.176,"e2",7,"Magenta",649,5600,619,1224,2910,693,1421,2750,710,1618,2688,663,1766,2709,461,1774,3043
"p2","p2_0045","e",144,0.21,30.75,30.96,"ts1","7","koswéllts'e7","p2_0045",195.3,0.208,"e1",2,"Blue",45,6039,674,1482,3056,656,1499,2944,710,1459,2900,726,1495,2890,717,1499,2951
"p2","p2_0253","é",743,0.1265668681,151.8834331,152.01,"ts2","q","mqwtséqen","p2_0253",240.8,0.126,"e2",8,"Orange",253,5500,513,1680,2687,668,1646,2683,710,1484,2646,692,1395,2622,655,1226,2649
"03_16_audio","03_16_audio_0072","e",245,0.2407384732,3240.72947,3240.970209,"pp","p","Pep̓e7súsle7cw (3) earthworm","03_16_audio_0072",252.6,0.24,"e1",2,"Blue",570,7250,636,1651,2852,727,1546,2996,709,1544,3162,704,1555,3106,464,1494,2865
"03_09_audio","03_09_audio_0117","í",383,0.2005952393,2127.091385,2127.291981,"7","xw","m7ixw","03_09_audio_0117",240.7,0.2,"i2",3,"Black",485,5600,633,1978,2956,608,2042,2786,708,1961,2749,721,1537,2760,584,1355,2690
"04_05_a_audio","04_05_a_audio_0044","e",172,0.2085043025,809.7004262,809.9089305,"l","-","Sesísle7 / a few (2)","04_05_a_audio_0044",167.7,0.208,"e1",2,"Blue",698,5450,614,1522,2891,669,1359,2859,708,1507,2972,782,1489,3014,894,1528,3061
"p2","p2_0066","e",214,0.1966783734,43.19332163,43.39,"k","-","cw7álekwe","p2_0066",204.9,0.196,"e1",2,"Blue",66,5608,447,1413,2790,622,1447,2789,708,1428,2827,763,1446,2838,801,1406,2841
"p2","p2_0192","é",581,0.1153920757,122.3596505,122.4750426,"m","7","mé7e","p2_0192",218.7,0.114,"e2",8,"Orange",192,7550,654,1517,2940,705,1532,3043,708,1569,3148,725,1498,3149,750,1517,3622
"03_09_audio","03_09_audio_0115","í",377,0.1891873859,2124.813602,2125.00279,"7","xw","m7ixw","03_09_audio_0115",255.1,0.188,"i2",3,"Black",483,5750,642,1969,2831,643,1929,2791,707,1915,2727,715,1416,2663,624,1183,2583
"02_16_audio","02_16_audio_0037","e",144,0.1852831041,3270.155212,3270.340496,"y","p","gyepuwíken","02_16_audio_0037",232.1,0.184,"e1",2,"Blue",209,5600,460,2386,3363,618,2026,2754,706,1855,2573,683,1665,2409,687,1666,2225
"03_09_audio","03_09_audio_0106","ə1",343,0.1387891069,2029.477458,2029.616247,"m","7","m7ell","03_09_audio_0106",199.6,0.138,"b1",11,"Teal",474,6200,546,1639,2726,653,1644,2776,706,1640,2753,657,1650,2749,603,1686,2742
"03_23_audio","03_23_audio_0009","e",34,0.1514648843,472.3972859,472.5487508,"p","q","peqpéq flour (2)","03_23_audio_0009",205.9,0.15,"e1",2,"Blue",582,6950,483,1373,2722,657,1394,2795,706,1376,2878,690,1268,3236,927,1459,3521
"01_26_audio","01_26_audio_0032","í",82,0.2050433821,3811.196265,3811.401308,"-","xw","ixw","01_26_audio_0032",263.3,0.204,"i2",3,"Black",32,5900,581,1350,2744,660,1623,2698,704,1683,2703,707,1549,2649,616,1241,2832
"04_05_b_audio","04_05_b_audio_0016","e",63,0.1534432148,634.3587351,634.5121783,"q","m","Xqemqmetkwe / still water (2)","04_05_b_audio_0016",239.6,0.152,"e1",2,"Blue",717,5150,601,1343,3097,701,1379,2987,704,1439,2688,675,1450,2733,622,1402,2810
"02_16_audio","02_16_audio_0030","e",114,0.1182159966,2563.464777,2563.582993,"t","m","tektémtemt","02_16_audio_0030",241.4,0.118,"e1",2,"Blue",202,6050,443,2229,2872,509,2203,2824,703,2305,2900,781,1294,2905,586,1104,2729
