"inputfile","outputfile","vowel","interval","duration","start","end","previous_sound","next_sound","word","file","f0","duration.1","label","group","color","number","cutoff","f11","f21","f31","f12","f22","f32","f13","f23","f33","f14","f24","f34","f15","f25","f35"
"02_16_audio","02_16_audio_0038","u",146,0.1735563254,3270.60083,3270.774386,"p","w","gyepuwíken","02_16_audio_0038",274.7,0.172,"u1",5,"Olive",210,5600,507,952,2899,542,906,2839,546,941,2889,497,883,2419,558,814,2367
"01_26_audio","01_26_audio_0053","ó",154,0.2189328062,4409.149058,4409.367991,"ts","l","ts7ol","01_26_audio_0053",227.4,0.218,"o2",4,"Green",53,5450,441,1542,2566,539,1147,2499,545,1062,2462,511,963,2462,525,885,2315
"03_09_audio","03_09_audio_0050","e",160,0.05505042787,1061.484794,1061.539845,"l","m","Lé7 te tsitslem te kw̓elltiyénecum","03_09_audio_0050",276.1,0.054,"e1",2,"Blue",418,7100,503,1636,2725,544,1700,2773,544,1685,2763,534,1655,2714,424,1616,2662
"01_26_audio","01_26_audio_0013","e",33,0.1380631659,1545.291625,1545.429688,"p","t","petetét","01_26_audio_0013",195.3,0.138,"e1",2,"Blue",13,6200,552,1877,2649,576,2123,2831,543,2071,2881,368,1879,2779,396,1811,2734
"03_09_audio","03_09_audio_0034","e",115,0.07753581391,744.5521344,744.6296702,"n","k","kw̓elltiyénecum","03_09_audio_0034",200.6,0.076,"e1",2,"Blue",402,5300,602,1495,2853,626,1351,2837,542,1249,2770,477,1192,2885,362,1093,2723
"02_09_audio","02_09_audio_0012","é",46,0.1456066414,483.5273134,483.67292,"ts","ts","ntsétswe7","02_09_audio_0012",234.6,0.144,"e2",7,"Magenta",79,5300,387,1985,2718,487,1881,2639,541,1696,2661,482,1545,2622,495,1893,2997
"04_13_audio","04_13_audio_0010","e",41,0.09987926874,387.2408758,387.3407551,"m","s","m-pegwpégw̓tsnemes ne ck̓emtsenéllcw","04_13_audio_0010",272.6,0.098,"e1",2,"Blue",755,5450,547,1754,2954,541,1857,3052,541,1832,3146,522,1746,3078,322,1733,3155
"p2","p2_0007","ó",17,0.11,2.23,2.34,"k","s","kósyilt","p2_0007",228.6,0.108,"o2",10,"Purple",7,6363,488,1077,3342,504,901,2905,541,1097,2888,564,1228,2902,548,1199,2885
"p2","p2_0183","ú",558,0.1772389076,114.0431809,114.2204198,"ts2","t","mtsutekwe7","p2_0183",283.2,0.176,"u2",11,"Teal",183,5500,308,1605,2489,496,1365,2495,541,1334,2604,327,1474,2563,298,1526,2559
"01_26_audio","01_26_audio_0043","ó",118,0.2357387319,4276.110705,4276.346444,"l","ts","tskwlots̓","01_26_audio_0043",276.3,0.234,"o2",4,"Green",43,5600,476,991,2680,627,1039,2808,540,1221,2870,409,1340,3002,486,1281,3163
"03_09_audio","03_09_audio_0040","í",130,0.1178544371,1057.88219,1058.000045,"ts","ts","Lé7 te tsitslem te kw̓elltiyénecum","03_09_audio_0040",282.4,0.116,"i2",3,"Black",408,5300,364,2312,2896,524,2234,2647,540,2101,2651,413,2200,2956,283,2328,3104
"04_27_audio","04_27_audio_0002","e",6,0.08769440296,650.0381163,650.1258107,"k","p","képkept - hurt (1) g","04_27_audio_0002",267.9,0.086,"e1",2,"Blue",847,5000,439,2253,2592,531,2145,2591,540,1862,2623,515,1775,2630,456,1729,2637
"p2","p2_0299","e",908,0.05880921287,186.4111908,186.47,"t","m","skllékstem","p2_0299",150.8,0.058,"e1",2,"Blue",299,6147,448,1670,2533,482,1743,2586,540,1770,2635,518,1743,2656,628,1705,2633
"03_16_audio","03_16_audio_0036","u",122,0.161574126,2187.137675,2187.299249,"n","q","Nuqwnuq̓wmúll (3) thief","03_16_audio_0036",238.9,0.16,"u1",5,"Olive",534,5600,567,1677,2965,576,1150,2740,539,893,3058,526,1013,3218,776,1936,3146
"03_23_audio","03_23_audio_0013","e",49,0.2478939998,1308.618753,1308.866647,"k","ll","ckelltsín̓ten - key (1)","03_23_audio_0013",252.9,0.246,"e1",2,"Blue",586,5900,418,1981,2887,535,1753,2621,539,1693,2591,546,1700,2828,554,1992,3024
"04_05_a_audio","04_05_a_audio_0001","ú",5,0.1619865482,207.2321941,207.3941807,"c","s","ckwt̓ústen /eye (1)","04_05_a_audio_0001",292,0.162,"u2",10,"Purple",655,5150,561,1096,2631,575,1078,2717,539,1200,2697,385,1273,2752,322,1516,2713
"03_16_audio","03_16_audio_0056","u",193,0.128850907,2783.606092,2783.734943,"m","m̓","Q̓mum̓ét (little hat) (2)","03_16_audio_0056",267.7,0.128,"u1",5,"Olive",554,5600,493,1013,2928,521,1070,3101,538,1112,2924,544,1013,2858,458,638,2508
"03_09_audio","03_09_audio_0058","e",185,0.05970257671,1064.822754,1064.882457,"l","m","Lé7 te tsitslem te kw̓elltiyénecum","03_09_audio_0058",269.4,0.058,"e1",2,"Blue",426,7100,518,1804,2644,538,1826,2721,537,1785,2798,524,1651,2770,453,1614,2748
"03_16_audio","03_16_audio_0060","u",207,0.1589734913,2794.357692,2794.516666,"m","m","Q̓mum̓ét (little hat) (4)","03_16_audio_0060",263.4,0.158,"u1",5,"Olive",558,4850,499,1022,2223,529,1058,2091,537,1118,2072,526,1147,2349,513,1135,2209
"p2","p2_0131","é",394,0.11,80.32,80.43,"t","m","te","p2_0131",213.6,0.11,"e2",8,"Orange",131,5500,347,2012,2856,482,1903,2833,537,1839,2766,547,1635,2727,531,1516,2718
"p2","p2_0155","í",477,0.150258746,94.5688153,94.71907405,"q","ll","mqillt tes","p2_0155",274.2,0.15,"i2",9,"Lime",155,5932,598,1557,2812,587,1615,2679,537,2033,3087,537,1961,3072,366,2166,3026
"02_09_audio","02_09_audio_0104","í",341,0.2561540526,2836.647485,2836.903639,"7","ll","s7i7llcw","02_09_audio_0104",260.6,0.256,"i2",3,"Black",171,5750,451,2577,3038,497,2723,3061,536,2673,3014,493,2604,2971,399,2577,3028
"p2","p2_0085","e",267,0.04,54.78,54.82,"w","ts2","mqwetséts","p2_0085",185.2,0.038,"e1",2,"Blue",85,5500,531,951,2634,544,1040,2665,536,1130,2696,526,1235,2633,503,1421,2295
"p2","p2_0269","e",789,0.03,160.68,160.71,"m","l","melamél̓e","p2_0269",191.7,0.028,"e1",2,"Blue",269,7226,455,1342,2851,501,1351,2919,535,1361,2908,540,1356,2894,524,1348,2895
"04_13_audio","04_13_audio_0017","e",71,0.08969822221,394.2685869,394.3582851,"k̓","m","m-pegwpégw̓tsnemes ne ck̓emtsenéllcw","04_13_audio_0017",249.4,0.088,"e1",2,"Blue",762,6050,852,1820,3650,542,1700,3442,534,1630,2976,537,1374,2813,515,1311,2742
"03_09_audio","03_09_audio_0113","ə1",370,0.1333615999,2102.338823,2102.472185,"m","7","m7ey","03_09_audio_0113",190.6,0.132,"b1",11,"Teal",481,7400,455,2376,2715,553,2616,2761,533,2101,2786,425,1997,2692,372,2046,2753
"04_27_audio","04_27_audio_0004","e",14,0.1090963538,689.3255566,689.434653,"k","p","képkept - hurt (2) g","04_27_audio_0004",255.4,0.108,"e1",2,"Blue",849,5450,505,2235,2548,535,1977,2576,533,1743,2632,536,1761,2721,507,1884,2734
"p2","p2_0303","ə2",924,0.1195428698,189.5506505,189.6701934,"k","ll","skllékstem","p2_0303",212.9,0.118,"b2",12,"Navy",303,5716,427,1887,2808,472,1804,2813,532,1691,2805,480,1618,2919,481,1551,2806
"03_30_audio","03_30_audio_0022","í",123,0.1111294639,726.334696,726.4458255,"w","l","ckupwíl̓epten","03_30_audio_0022",278.2,0.11,"i2",8,"Black",640,7550,471,980,2906,510,1458,2796,531,1715,2833,537,1941,2880,481,1975,2932
"04_20_audio","04_20_audio_0008","ú",31,0.139564465,33.15042328,33.28998775,"n","cw","Tscwinúcwkn","04_20_audio_0008",274.8,0.138,"u2",10,"Purple",813,6050,461,1950,2693,512,1591,2733,531,1338,2781,531,1145,2843,387,1058,2810
"p2","p2_0063","ə1",208,0.07382222756,42.37617777,42.45,"w","7","cw7álekwe","p2_0063",227.8,0.072,"b1",6,"Yellow",63,6255,450,647,3249,471,801,2935,531,857,2997,644,967,2964,664,1101,2835
"03_23_audio","03_23_audio_0016","e",59,0.1404427594,1312.723626,1312.864069,"k","ll","ckelltsín̓ten - key (2)","03_23_audio_0016",256.8,0.14,"e1",2,"Blue",589,6800,474,2351,2626,503,1904,2537,530,1866,2891,566,1785,3079,514,1755,3083
"04_13_audio","04_13_audio_0015","e",65,0.1055764134,392.598547,392.7041234,"m","s","m-pegwpégw̓tsnemes ne ck̓emtsenéllcw","04_13_audio_0015",273.7,0.104,"e1",2,"Blue",760,6200,528,1727,3118,530,1815,3130,530,1781,3187,492,1703,3144,306,1759,3177
"p2","p2_0135","í",407,0.12,82.38,82.5,"w","w","koswiwelt","p2_0135",266.2,0.118,"i2",9,"Lime",135,5500,504,1542,2508,518,1824,2421,528,1873,2423,526,1863,2429,526,1637,2437
"p2","p2_0173","é",530,0.13,105.91,106.04,"t","s","tes","p2_0173",255.4,0.13,"e2",8,"Orange",173,6255,429,2082,2935,494,2006,2950,528,2110,2977,552,2022,3008,519,1452,2872
"04_05_a_audio","04_05_a_audio_0028","é",114,0.2211104237,608.4402321,608.6613425,"m","kw","Mekwmékw / dull (2)","04_05_a_audio_0028",237.4,0.22,"e2",7,"Magenta",682,6500,663,1561,2738,710,1537,2834,527,1652,2750,280,1482,2999,226,1471,3041
"p2","p2_0300","ə2",913,0.09961905815,187.1764456,187.2760647,"k","ll","skllékstem","p2_0300",209.1,0.098,"b2",12,"Navy",300,6579,431,1960,2734,460,1788,2762,527,1635,2830,513,1586,2771,501,1634,2774
"03_16_audio","03_16_audio_0057","ə2",198,0.07113111911,2786.222032,2786.293163,"q","m","Q̓mum̓ét (little hat) (3)","03_16_audio_0057",239.6,0.07,"b2",11,"Teal",555,7250,392,1192,3287,495,1207,3299,526,1184,3201,485,1075,3203,372,1049,3205
"p2","p2_0163","í",501,0.1809746223,101.0928919,101.2738665,"q","ll","mqillt tes","p2_0163",246,0.18,"i2",9,"Lime",163,6039,615,1419,2720,678,1978,2777,526,2222,2665,487,2396,3184,289,2511,3277
"03_09_audio","03_09_audio_0025","e",87,0.08915859288,635.485618,635.5747766,"n","c","kw̓elltiyénecum","03_09_audio_0025",254.6,0.088,"e1",2,"Blue",393,6200,507,1362,3011,571,1364,2915,525,1233,2871,330,1115,2873,338,976,2868
"01_26_audio","01_26_audio_0050","ó",143,0.2077926643,4386.762337,4386.97013,"7","l","ts7ól","01_26_audio_0050",239.5,0.206,"o2",4,"Green",50,5750,632,976,3134,578,908,3114,524,991,2674,527,1049,2653,527,929,2636
"03_09_audio","03_09_audio_0097","e",315,0.08102492553,1914.446922,1914.527946,"p","l","wupupépel̓cken","03_09_audio_0097",259.7,0.08,"e1",2,"Blue",465,6650,540,1376,2660,541,1489,2690,524,1523,2730,513,1440,2958,493,1293,3042
"01_26_audio","01_26_audio_0018","e",44,0.1342131458,1674.553274,1674.687487,"í","m","necíkwem","01_26_audio_0018",233.2,0.134,"e1",2,"Blue",18,5900,500,2616,2927,501,2413,2866,523,2062,2849,612,1752,2841,581,1566,2815
"02_16_audio","02_16_audio_0020","e",76,0.2479966016,2371.247707,2371.495703,"t","ten","xwisteten","02_16_audio_0020",249.6,0.248,"e1",2,"Blue",192,7550,544,2005,3274,644,1910,3554,523,1986,3519,498,1966,3343,428,2171,2824
"04_05_a_audio","04_05_a_audio_0016","e",73,0.04918560332,538.4076115,538.4567971,"s","l","cpespesíselt / kittens (1)","04_05_a_audio_0016",264.6,0.048,"e1",2,"Blue",670,6950,402,1902,2720,508,1857,2737,522,1782,2756,512,1541,2838,506,1444,2996
"04_27_audio","04_27_audio_0011","e",43,0.09813629115,924.0295133,924.1276496,"t","x","Texwtúxwt - straight e.g straight line (3)g","04_27_audio_0011",220.1,0.098,"e1",2,"Blue",856,5450,492,1641,2627,523,1535,2599,522,1279,2545,508,1167,2573,525,1131,2752
"p2","p2_0204","é",613,0.1328254109,127.9869577,128.1197831,"-","t","re","p2_0204",245.9,0.132,"e2",8,"Orange",204,6255,529,1946,2578,596,1973,2512,522,1992,2774,494,1999,2880,453,2005,2995
"p2","p2_0140","í",431,0.1232363784,86.83919617,86.96243255,"w","w","koswiwelt","p2_0140",263.8,0.122,"i2",9,"Lime",140,5824,501,1354,2472,511,1544,2490,521,1708,2518,502,1680,2492,385,1351,2445
"03_09_audio","03_09_audio_0093","e",305,0.1242500311,1912.154322,1912.278572,"k","n","wupupépel̓cken","03_09_audio_0093",224.4,0.124,"e1",2,"Blue",461,5750,467,1982,2646,472,1876,2674,520,1821,2757,589,1759,2765,539,1751,2716
"01_26_audio","01_26_audio_0048","ó",137,0.1473180464,4374.908559,4375.055877,"7","l","ts7ól","01_26_audio_0048",243.4,0.146,"o2",4,"Green",48,6050,513,945,2662,540,991,2706,518,1014,2627,559,963,2705,562,938,2587
"04_05_b_audio","04_05_b_audio_0007","e",24,0.1106559487,170.4560787,170.5667347,"w","t","cwetcwét̓t / clean (1)","04_05_b_audio_0007",256.1,0.11,"e1",2,"Blue",708,6200,527,1295,3064,546,1486,2830,518,1759,2743,415,1848,2636,313,1723,2706
"p2","p2_0001","ó",2,0.13,0.06,0.19,"k","s","kóso","p2_0001",239.3,0.13,"o2",10,"Purple",1,5608,411,1074,3696,484,972,2784,518,985,2655,558,1085,2794,528,974,2751
"p2","p2_0164","é",504,0.164371446,101.4764252,101.6407967,"t","s","mqillt tes","p2_0164",255.8,0.164,"e2",8,"Orange",164,6039,383,2102,2876,517,2070,2986,518,2040,2983,495,2058,2880,366,2109,3314
"03_09_audio","03_09_audio_0039","e",128,0.09071690227,1057.692428,1057.783145,"t","ts","Lé7 te tsitslem te kw̓elltiyénecum","03_09_audio_0039",254.6,0.09,"e1",2,"Blue",407,5300,392,2069,3215,518,2101,3083,517,2098,2930,491,2071,3058,343,2056,3041
"04_05_b_audio","04_05_b_audio_0012","é",48,0.08076539735,176.4042263,176.4849917,"w","t̓","cwetcwét̓t / clean (3)","04_05_b_audio_0012",262.7,0.08,"e2",7,"Magenta",713,7400,588,1724,2843,564,1848,3019,517,1838,3065,491,1801,3063,466,1775,3148
"p2","p2_0159","e",489,0.06973334071,96.76979083,96.83952417,"w","c","myews wecqínems","p2_0159",212.5,0.068,"e1",2,"Blue",159,7442,481,867,2993,483,860,2903,517,806,3016,437,768,3191,565,865,3428
"04_05_a_audio","04_05_a_audio_0017","e",79,0.1195347206,540.1277338,540.2472685,"p","s","cpespesíselt / kittens (2)","04_05_a_audio_0017",252.8,0.118,"e1",2,"Blue",671,5750,508,1544,2629,511,1707,2697,516,1696,2639,513,1865,2924,423,1611,2888
"02_09_audio","02_09_audio_0023","é",89,0.08322544599,801.3034328,801.3866582,"w","ll","wellen wí7emp","02_09_audio_0023",247.8,0.082,"e2",2,"Blue",90,5150,498,1166,2434,515,1271,2540,515,1247,2718,440,1252,2855,246,1392,2896
"03_30_audio","03_30_audio_0036","ú",176,0.1763715206,1157.472893,1157.649264,"l","cw","ck̓lucw","03_30_audio_0036",287.2,0.176,"u2",5,"Olive",654,5750,523,1284,2856,570,1212,2897,514,1184,3017,357,995,3100,320,941,3216
"p2","p2_0055","e",180,0.12,38.33,38.45,"k","n","cw7á7alken","p2_0055",195.9,0.118,"e1",2,"Blue",55,5500,420,2317,2634,427,2228,2607,514,2304,2596,553,2099,2643,479,1909,2722
"p2","p2_0087","e",272,0.17,55.57,55.74,"t","m","te","p2_0087",212.2,0.168,"e1",2,"Blue",87,5500,442,1857,2815,495,1909,2834,513,1915,2828,514,1920,2820,540,1725,2746
"02_09_audio","02_09_audio_0024","í",93,0.1115085855,801.7964503,801.9079589,"w","7","wellen wí7emp","02_09_audio_0024",275.9,0.11,"i2",8,"Black",91,5600,533,1994,2720,521,2428,2731,512,2503,2751,494,2479,2836,500,2496,2901
"03_02_audio","03_02_audio_0003","e",12,0.0621934203,876.371806,876.4339994,"p","q","speqpéq","03_02_audio_0003",202.4,0.062,"e1",2,"Blue",337,5750,492,968,2583,549,958,2571,512,1036,2504,468,1056,2465,398,1053,2470
"03_30_audio","03_30_audio_0023","e",125,0.04086340398,726.5082333,726.5490967,"l","p","ckupwíl̓epten","03_30_audio_0023",251.8,0.04,"e1",2,"Blue",641,6200,512,1747,3093,518,1763,3126,512,1741,3122,501,1734,3149,495,1703,3052
"04_05_a_audio","04_05_a_audio_0002","ú",13,0.1485184296,211.6510136,211.799532,"t","s","ckwt̓ústen / eye (3)","04_05_a_audio_0002",257.6,0.148,"u2",10,"Purple",656,5900,458,1233,2643,475,1030,2770,512,1038,2868,480,1102,2945,327,1172,2886
"04_13_audio","04_13_audio_0012","e",47,0.05819373583,388.99589,389.0540838,"k̓","m","m-pegwpégw̓tsnemes ne ck̓emtsenéllcw","04_13_audio_0012",230.5,0.058,"e1",2,"Blue",757,6050,492,1517,2708,495,1519,2748,512,1414,2754,512,1228,2769,452,1208,2772
"03_09_audio","03_09_audio_0046","u",147,0.1199803441,1059.47701,1059.59699,"c","m","Lé7 te tsitslem te kw̓elltiyénecum","03_09_audio_0046",189.8,0.12,"u1",5,"Olive",414,7250,405,852,3513,427,840,4016,510,841,4020,501,861,3966,405,859,3742
"p2","p2_0248","ə2",732,0.07471429361,149.6833101,149.7580244,"qw","ts2","mqwtséqen","p2_0248",189.3,0.074,"b2",12,"Navy",248,7334,515,1027,3113,528,1162,2808,509,1317,2993,379,1408,3038,384,1350,3006
"03_09_audio","03_09_audio_0051","e",163,0.1748432604,1061.719327,1061.89417,"t","k","Lé7 te tsitslem te kw̓elltiyénecum","03_09_audio_0051",242.5,0.174,"e1",2,"Blue",419,6200,498,1999,3163,550,1884,2772,508,1644,2499,475,1321,2498,460,1235,2527
"03_16_audio","03_16_audio_0062","ú",214,0.2071406373,2822.379493,2822.586634,"m","t","qmut (hat) (2)","03_16_audio_0062",275.6,0.206,"u2",5,"Olive",560,7550,437,937,2734,498,954,3755,508,1113,3912,354,1276,3318,320,1294,3387
"03_30_audio","03_30_audio_0021","u",120,0.05716952107,726.0539116,726.1110811,"k","p","ckupwíl̓epten","03_30_audio_0021",246.2,0.056,"u1",5,"Olive",639,6500,495,1029,2826,502,1032,2761,508,1065,2784,482,927,2902,461,928,2857
"p2","p2_0081","e",256,0.12,53.26,53.38,"r","n","ren","p2_0081",189.8,0.118,"e1",2,"Blue",81,5500,500,1918,2790,493,1914,2800,508,1878,2904,442,1843,2903,407,1880,2892
"01_26_audio","01_26_audio_0067","e",218,0.1174834908,4804.929709,4805.047193,"m","s","tmúsmes","01_26_audio_0067",177.3,0.116,"e1",2,"Blue",67,5750,449,1695,2625,527,1826,2872,507,1794,2896,469,1702,2968,355,1679,3003
"02_09_audio","02_09_audio_0011","í",41,0.09427269551,424.2250155,424.3192882,"w","7","newí7s","02_09_audio_0011",264.3,0.094,"i2",8,"Black",78,5000,495,1714,2582,500,2261,2633,507,2486,2848,487,2480,2778,476,2552,2807
"04_13_audio","04_13_audio_0014","ə2",62,0.07218265779,392.3388973,392.4110799,"ts","n","m-pegwpégw̓tsnemes ne ck̓emtsenéllcw","04_13_audio_0014",267.6,0.072,"b2",11,"Teal",759,4850,378,1903,2716,502,1873,2729,507,1739,2824,505,1654,2779,494,1630,2529
"p2","p2_0302","e",919,0.08135556416,187.8854013,187.9667568,"t","m","skllékstem","p2_0302",269.7,0.08,"e1",2,"Blue",302,6579,490,1680,2691,492,1755,2762,507,1800,2816,564,1756,2798,548,1685,2872
"p2","p2_0326","e",1016,0.04814921144,214.9878959,215.0360451,"s","m","wísemcen","p2_0326",221.5,0.048,"e1",2,"Blue",326,6687,337,1903,3139,483,1364,2788,507,1301,2803,521,1264,2801,488,1213,2714
"01_26_audio","01_26_audio_0010","e",26,0.1201872912,1465.386692,1465.506879,"p","t","petetét","01_26_audio_0010",196.7,0.12,"e1",2,"Blue",10,4850,499,1741,2551,545,1759,2607,506,1729,2609,521,1717,2436,555,1692,2619
"02_09_audio","02_09_audio_0045","ú",156,0.1569153837,1894.593289,1894.750205,"n","n","núne","02_09_audio_0045",264.2,0.156,"u2",10,"Purple",112,4700,437,1971,3011,485,1738,2759,506,1500,2800,471,1410,2824,475,1469,2864
"03_30_audio","03_30_audio_0009","ú",70,0.2040014586,380.4304369,380.6344384,"k̓","l","ck̓úl̓ten","03_30_audio_0009",292.9,0.204,"u2",10,"Purple",627,5750,535,1238,2468,414,779,2403,506,979,3191,497,1092,3194,354,986,3257
"04_05_a_audio","04_05_a_audio_0003","ú",21,0.1511259808,213.8390564,213.9901824,"t","s","ckwt̓ústen (4)","04_05_a_audio_0003",246,0.15,"u2",10,"Purple",657,5150,473,1254,2731,498,1251,2805,506,1274,2781,489,1253,2850,329,1369,2867
"04_05_a_audio","04_05_a_audio_0013","e",66,0.1122460337,537.6789425,537.7911885,"p","s","cpespesíselt / kittens (1)","04_05_a_audio_0013",255.9,0.112,"e1",2,"Blue",667,6050,530,1527,2679,513,1593,2633,506,1741,2592,500,1896,2681,424,1916,2899
"03_09_audio","03_09_audio_0094","u",309,0.2022092503,1913.676329,1913.878538,"w","p","wupupépel̓cken","03_09_audio_0094",237.8,0.202,"u1",5,"Olive",462,5900,488,823,3200,539,998,3022,505,939,2901,263,897,2670,270,1402,2637
"04_13_audio","04_13_audio_0009","ə2",38,0.08111564219,386.9654963,387.046612,"ts","n","m-pegwpégw̓tsnemes ne ck̓emtsenéllcw","04_13_audio_0009",253.2,0.08,"b2",11,"Teal",754,5150,316,1957,2735,479,1872,2702,505,1752,2754,532,1716,2748,457,1700,2823
"03_30_audio","03_30_audio_0018","í",110,0.08631663575,719.869576,719.9558926,"w","l","ckupwíl̓epten","03_30_audio_0018",255.5,0.086,"i2",8,"Black",636,7400,482,1327,2727,504,1654,2721,503,1810,2684,479,1712,2964,447,1688,2941
"02_09_audio","02_09_audio_0061","í",206,0.1936716407,2296.784741,2296.978413,"t","-","swetí7","02_09_audio_0061",278.6,0.192,"i2",8,"Black",128,5450,454,2240,3115,497,2357,3066,502,2468,2980,375,2543,2993,338,2010,2882
"03_16_audio","03_16_audio_0058","u",200,0.1483120313,2786.402063,2786.550375,"m","m","Q̓mum̓ét (little hat) (3)","03_16_audio_0058",248.6,0.148,"u1",5,"Olive",556,5750,447,971,3007,501,1015,3124,501,1040,2954,492,1014,2866,447,872,2895
"04_20_audio","04_20_audio_0007","i",29,0.06164097205,32.99961612,33.0612571,"w","n","Tscwinúcwkn","04_20_audio_0007",256.9,0.06,"i1",3,"Black",812,6050,492,1881,2621,499,2022,2575,501,2401,2956,516,2353,2786,452,2481,2914
"03_09_audio","03_09_audio_0031","e",108,0.07501663748,744.0326445,744.1076611,"w","ll","kw̓elltiyénecum","03_09_audio_0031",253.6,0.074,"e1",2,"Blue",399,4700,511,1251,2897,519,1304,2771,500,1296,2419,428,1264,2348,431,1124,2021
"04_05_a_audio","04_05_a_audio_0012","e",60,0.04599174309,494.660784,494.7067757,"k","l","nkékelc / my hand (3)","04_05_a_audio_0012",248.9,0.044,"e1",2,"Blue",666,5300,502,1716,2636,512,1660,2663,500,1618,2718,496,1593,2802,496,1606,2810
"04_05_a_audio","04_05_a_audio_0027","e",111,0.1602360715,608.091674,608.2519101,"m","kw","Mekwmékw / dull (2)","04_05_a_audio_0027",207.7,0.16,"e1",2,"Blue",681,5600,499,1737,2656,578,1916,2716,500,1940,2671,399,2069,2661,410,2026,2700
"p2","p2_0094","e",291,0.12,59.01,59.13,"kw","ts2","m-qwetséts","p2_0094",186.4,0.118,"e1",2,"Blue",94,5500,546,1107,2740,529,1294,2665,500,1299,2638,500,1298,2637,488,1366,2533
"p2","p2_0340","ú",1067,0.1843711648,228.3146599,228.499031,"k7","ts1","k̓útse","p2_0340",247.9,0.184,"u2",11,"Teal",340,5716,483,1079,2698,514,1097,2707,500,1313,2729,384,1344,2679,431,2236,2839
"03_09_audio","03_09_audio_0098","e",319,0.09235496169,1914.791458,1914.883813,"k","n","wupupépel̓cken","03_09_audio_0098",223.1,0.092,"e1",2,"Blue",466,5300,457,2280,2596,458,2035,2579,499,1944,2679,567,1967,2744,555,1922,2769
"03_09_audio","03_09_audio_0099","u",323,0.1300274091,1916.846633,1916.976661,"w","p","wupupépel̓cken","03_09_audio_0099",252.2,0.13,"u1",5,"Olive",467,5150,510,1040,2916,531,1043,2737,499,923,2829,307,736,1753,244,744,1928
"p2","p2_0223","ú",666,0.177653987,137.546068,137.723722,"ts2","t","mstntsútk","p2_0223",252.5,0.176,"u2",11,"Teal",223,5608,440,1681,2594,513,1570,2617,499,1568,2648,337,1607,2619,299,1544,2549
"02_09_audio","02_09_audio_0096","e",315,0.1642964223,2565.124057,2565.288353,"p","ll","Ta7kpell","02_09_audio_0096",199.4,0.164,"e1",2,"Blue",163,5300,537,1593,2676,504,1662,2954,498,1741,2871,546,1941,2869,487,1684,2841
"03_16_audio","03_16_audio_0074","ú",250,0.1356776784,3241.886523,3242.022201,"s","s","Pep̓e7súsle7cw (3) earthworm","03_16_audio_0074",255.4,0.134,"u2",10,"Purple",572,5750,434,1625,3028,513,1525,2846,498,1327,2872,461,1315,2871,383,1718,2855
"04_27_audio","04_27_audio_0035","í",115,0.1869045067,1145.656298,1145.843202,"ts","n","Xexetsín - loud voice (3) g","04_27_audio_0035",293.8,0.186,"i2",8,"Black",880,5450,381,2206,2587,431,2231,2588,498,2329,2639,552,2405,2765,503,2264,2907
"01_26_audio","01_26_audio_0051","ó",147,0.1646434195,4400.120624,4400.285268,"ts","l","tsólens","01_26_audio_0051",233.4,0.164,"o2",9,"Lime",51,5000,428,1424,2659,449,934,2643,497,909,2687,515,938,2627,569,1008,2641
"03_30_audio","03_30_audio_0027","e",137,0.09351414702,860.5678324,860.6613465,"s","m","ck̓úlusem","03_30_audio_0027",310.4,0.092,"e1",2,"Blue",645,7550,387,2357,3925,486,1520,2982,497,1503,2825,397,1425,2890,323,1492,2851
"04_27_audio","04_27_audio_0006","e",22,0.1309266366,690.8891719,691.0200986,"k","p","képkept - hurt (3) g","04_27_audio_0006",239.1,0.13,"e1",2,"Blue",851,5600,439,2216,2589,499,2029,2608,497,1808,2583,526,1808,2760,490,1818,2833
"03_09_audio","03_09_audio_0095","u",311,0.1217312278,1914.013976,1914.135707,"p","p","wupupépel̓cken","03_09_audio_0095",241.1,0.12,"u1",5,"Olive",463,6200,409,867,3118,505,985,2965,496,941,3045,352,790,3113,239,788,3186
"04_13_audio","04_13_audio_0030","u",125,0.1144217687,518.6582993,518.7727211,"t","k","stukstúks","04_13_audio_0030",260.6,0.114,"u1",5,"Olive",775,6350,378,1868,2655,478,1494,2626,496,1145,2591,438,1299,2589,479,1251,2494
"04_20_audio","04_20_audio_0036","e",121,0.1098065383,562.7182215,562.828028,"qw","qw","T̓uqweqwíqw","04_20_audio_0036",198.8,0.108,"e1",2,"Blue",841,6800,452,811,3618,478,842,3764,495,817,3749,503,788,3786,483,802,3656
"p2","p2_0296","e",897,0.1012802811,184.24,184.3412803,"t","m","skllékstem","p2_0296",198.9,0.1,"e1",2,"Blue",296,7550,437,1878,3954,457,1857,2736,495,1811,2702,505,1513,2691,321,1391,2602
"02_09_audio","02_09_audio_0076","e",253,0.06421571598,2447.699288,2447.763504,"p","n","penhé7en","02_09_audio_0076",248.9,0.064,"e1",2,"Blue",143,5150,499,1850,2703,512,1828,2897,494,1776,2939,484,1760,2942,483,1815,3007
"04_05_a_audio","04_05_a_audio_0020","e",86,0.05831819389,540.8998857,540.9582039,"s","l","cpespesíselt / kittens (2)","04_05_a_audio_0020",249.1,0.058,"e1",2,"Blue",674,5450,353,1939,2748,493,1869,2694,494,1700,2720,479,1555,2851,485,1562,3008
